0.007722,0.004155,1.000000
0.007265,0.017388,1.000000
0.008293,0.022580,1.000000
0.003682,0.037146,1.000000
0.003222,0.045432,1.000000
0.004819,0.056031,1.000000
0.003918,0.065107,1.000000
0.008618,0.078330,1.000000
0.006086,0.086738,1.000000
0.002133,0.095856,1.000000
0.001130,0.102943,1.000000
0.002098,0.117433,1.000000
0.002253,0.124208,1.000000
0.002038,0.131870,1.000000
0.008991,0.142746,1.000000
0.005103,0.157713,1.000000
0.005901,0.163368,1.000000
0.006100,0.175194,1.000000
0.004949,0.188782,1.000000
0.003340,0.197171,1.000000
0.005214,0.207159,1.000000
0.004202,0.218132,1.000000
0.003267,0.223820,1.000000
0.007462,0.238352,1.000000
0.001558,0.248595,1.000000
0.005208,0.251688,1.000000
0.002538,0.266306,1.000000
0.008122,0.273791,1.000000
0.001513,0.281160,1.000000
0.004662,0.291505,1.000000
0.002906,0.308765,1.000000
0.008218,0.317807,1.000000
0.003133,0.325318,1.000000
0.004002,0.337082,1.000000
0.005100,0.346342,1.000000
0.005253,0.351314,1.000000
0.004501,0.368455,1.000000
0.008446,0.376768,1.000000
0.003274,0.386908,1.000000
0.006120,0.393832,1.000000
0.006503,0.402328,1.000000
0.004521,0.418041,1.000000
0.007634,0.423643,1.000000
0.002832,0.438147,1.000000
0.003803,0.446493,1.000000
0.008652,0.455709,1.000000
0.006258,0.467869,1.000000
0.004516,0.478392,1.000000
0.004187,0.487518,1.000000
0.006474,0.498288,1.000000
0.004860,0.502727,1.000000
0.008602,0.518361,1.000000
0.002181,0.528048,1.000000
0.006129,0.534456,1.000000
0.005957,0.543248,1.000000
0.007288,0.553460,1.000000
0.004576,0.562809,1.000000
0.002500,0.573210,1.000000
0.005452,0.584332,1.000000
0.002357,0.598254,1.000000
0.001825,0.602009,1.000000
0.004964,0.617084,1.000000
0.008878,0.628480,1.000000
0.006476,0.634066,1.000000
0.006998,0.643949,1.000000
0.003353,0.652858,1.000000
0.005676,0.662955,1.000000
0.002219,0.676857,1.000000
0.002004,0.687348,1.000000
0.002313,0.696961,1.000000
0.001596,0.708601,1.000000
0.001420,0.715173,1.000000
0.002410,0.722920,1.000000
0.007382,0.736861,1.000000
0.006253,0.748739,1.000000
0.006116,0.757078,1.000000
0.001748,0.762079,1.000000
0.005162,0.771626,1.000000
0.001559,0.782637,1.000000
0.004691,0.797557,1.000000
0.005587,0.807045,1.000000
0.001416,0.812262,1.000000
0.009000,0.822635,1.000000
0.008120,0.832004,1.000000
0.008982,0.841432,1.000000
0.007964,0.851579,1.000000
0.001033,0.868385,1.000000
0.005751,0.872443,1.000000
0.002305,0.884134,1.000000
0.008304,0.897558,1.000000
0.003873,0.905420,1.000000
0.005635,0.914621,1.000000
0.006499,0.921797,1.000000
0.005246,0.937058,1.000000
0.003434,0.948938,1.000000
0.005616,0.958021,1.000000
0.006982,0.966031,1.000000
0.001283,0.976982,1.000000
0.007666,0.988403,1.000000
0.007986,0.997648,1.000000
0.018835,0.006950,1.000000
0.018227,0.018869,1.000000
0.016335,0.024978,1.000000
0.012312,0.037640,1.000000
0.018112,0.041616,1.000000
0.016198,0.052984,1.000000
0.016036,0.062833,1.000000
0.016605,0.073535,1.000000
0.013630,0.082851,1.000000
0.011593,0.096065,1.000000
0.012789,0.106209,1.000000
0.015085,0.118772,1.000000
0.013240,0.125369,1.000000
0.016754,0.131906,1.000000
0.014772,0.145740,1.000000
0.018555,0.154607,1.000000
0.013691,0.167781,1.000000
0.014476,0.171026,1.000000
0.013760,0.185788,1.000000
0.017666,0.192871,1.000000
0.016404,0.204864,1.000000
0.014855,0.213440,1.000000
0.016697,0.222460,1.000000
0.015975,0.231327,1.000000
0.014312,0.246568,1.000000
0.016391,0.256101,1.000000
0.013777,0.262477,1.000000
0.015873,0.276017,1.000000
0.016846,0.283627,1.000000
0.016924,0.292618,1.000000
0.018367,0.306478,1.000000
0.016225,0.313058,1.000000
0.015260,0.321701,1.000000
0.013084,0.338019,1.000000
0.016489,0.341750,1.000000
0.011890,0.353893,1.000000
0.015614,0.365746,1.000000
0.016332,0.373310,1.000000
0.017206,0.383307,1.000000
0.013637,0.392518,1.000000
0.018875,0.401029,1.000000
0.017619,0.413652,1.000000
0.012506,0.424492,1.000000
0.018669,0.438351,1.000000
0.017119,0.446593,1.000000
0.011969,0.456486,1.000000
0.014071,0.467194,1.000000
0.018544,0.478330,1.000000
0.017895,0.482628,1.000000
0.017349,0.495384,1.000000
0.013378,0.508239,1.000000
0.018277,0.517992,1.000000
0.014985,0.525610,1.000000
0.012302,0.533191,1.000000
0.017917,0.544939,1.000000
0.014709,0.557792,1.000000
0.014968,0.563328,1.000000
0.012443,0.576473,1.000000
0.016820,0.582112,1.000000
0.015825,0.594939,1.000000
0.017705,0.606794,1.000000
0.012426,0.612776,1.000000
0.014988,0.621970,1.000000
0.012106,0.633884,1.000000
0.013598,0.648455,1.000000
0.018268,0.655977,1.000000
0.017695,0.667545,1.000000
0.014969,0.673680,1.000000
0.014155,0.686271,1.000000
0.015871,0.693071,1.000000
0.012210,0.701580,1.000000
0.011863,0.716178,1.000000
0.013909,0.723306,1.000000
0.013651,0.731729,1.000000
0.014419,0.748476,1.000000
0.015669,0.753124,1.000000
0.016270,0.767094,1.000000
0.014899,0.772258,1.000000
0.018064,0.786005,1.000000
0.015142,0.792663,1.000000
0.015460,0.804410,1.000000
0.017640,0.814155,1.000000
0.012955,0.823608,1.000000
0.016835,0.836109,1.000000
0.018879,0.843706,1.000000
0.018180,0.852089,1.000000
0.014286,0.861043,1.000000
0.017266,0.877195,1.000000
0.013349,0.881917,1.000000
0.017924,0.896768,1.000000
0.011393,0.904593,1.000000
0.018892,0.916663,1.000000
0.012687,0.924791,1.000000
0.017921,0.931751,1.000000
0.011796,0.944063,1.000000
0.013414,0.956257,1.000000
0.017473,0.962054,1.000000
0.011412,0.971427,1.000000
0.014662,0.987247,1.000000
0.016537,0.994540,1.000000
0.021953,0.005717,1.000000
0.025629,0.015239,1.000000
0.025760,0.023895,1.000000
0.023434,0.038110,1.000000
0.024813,0.042359,1.000000
0.025878,0.055206,1.000000
0.025951,0.065770,1.000000
0.022869,0.077638,1.000000
0.021561,0.081791,1.000000
0.028390,0.092357,1.000000
0.024854,0.102804,1.000000
0.027614,0.113327,1.000000
0.023858,0.128026,1.000000
0.023754,0.137519,1.000000
0.026273,0.141291,1.000000
0.023060,0.157226,1.000000
0.026008,0.167689,1.000000
0.023465,0.172768,1.000000
0.022584,0.185900,1.000000
0.021878,0.196397,1.000000
0.027258,0.206756,1.000000
0.022603,0.214210,1.000000
0.023525,0.224472,1.000000
0.022848,0.234086,1.000000
0.025263,0.242238,1.000000
0.025443,0.251117,1.000000
0.024042,0.264057,1.000000
0.023443,0.276899,1.000000
0.023084,0.286197,1.000000
0.025419,0.298357,1.000000
0.026488,0.307478,1.000000
0.026583,0.313496,1.000000
0.026167,0.321048,1.000000
0.025264,0.337751,1.000000
0.025948,0.346142,1.000000
0.025148,0.354206,1.000000
0.023897,0.366751,1.000000
0.027415,0.376422,1.000000
0.022223,0.381263,1.000000
0.021508,0.396486,1.000000
0.022501,0.405952,1.000000
0.026602,0.415543,1.000000
0.021009,0.421046,1.000000
0.023442,0.433093,1.000000
0.026243,0.447860,1.000000
0.022449,0.453731,1.000000
0.026339,0.468032,1.000000
0.026226,0.473506,1.000000
0.028080,0.482490,1.000000
0.022257,0.495028,1.000000
0.027632,0.506405,1.000000
0.028233,0.512529,1.000000
0.024156,0.526649,1.000000
0.027951,0.535379,1.000000
0.026912,0.548460,1.000000
0.022865,0.558413,1.000000
0.025412,0.568467,1.000000
0.024955,0.575421,1.000000
0.028513,0.587397,1.000000
0.027513,0.595756,1.000000
0.026258,0.608962,1.000000
0.028487,0.613596,1.000000
0.027994,0.625713,1.000000
0.026102,0.637075,1.000000
0.027203,0.647359,1.000000
0.023102,0.655835,1.000000
0.024765,0.662336,1.000000
0.027364,0.677921,1.000000
0.027984,0.686315,1.000000
0.024300,0.695896,1.000000
0.025775,0.706165,1.000000
0.025308,0.712187,1.000000
0.025632,0.721264,1.000000
0.026607,0.735145,1.000000
0.027661,0.745120,1.000000
0.021901,0.754918,1.000000
0.025083,0.761388,1.000000
0.027515,0.774077,1.000000
0.026101,0.784617,1.000000
0.022152,0.794305,1.000000
0.022976,0.804254,1.000000
0.021140,0.816741,1.000000
0.025590,0.827504,1.000000
0.025661,0.834574,1.000000
0.024819,0.848961,1.000000
0.021470,0.851594,1.000000
0.026126,0.865778,1.000000
0.022781,0.872758,1.000000
0.026042,0.888388,1.000000
0.026904,0.894703,1.000000
0.024508,0.907805,1.000000
0.028621,0.918591,1.000000
0.028193,0.927136,1.000000
0.023669,0.935294,1.000000
0.022753,0.944820,1.000000
0.028599,0.954729,1.000000
0.028075,0.968738,1.000000
0.022470,0.974664,1.000000
0.027242,0.987132,1.000000
0.028238,0.993061,1.000000
0.037093,0.008708,1.000000
0.033655,0.014219,1.000000
0.035486,0.025436,1.000000
0.035977,0.032528,1.000000
0.034824,0.043881,1.000000
0.036231,0.058332,1.000000
0.032686,0.065852,1.000000
0.037923,0.071878,1.000000
0.033988,0.082592,1.000000
0.036172,0.095742,1.000000
0.036412,0.105771,1.000000
0.031471,0.115487,1.000000
0.035509,0.122941,1.000000
0.031151,0.133751,1.000000
0.031073,0.148390,1.000000
0.035811,0.157165,1.000000
0.038098,0.168466,1.000000
0.032385,0.174584,1.000000
0.034902,0.187362,1.000000
0.036112,0.198725,1.000000
0.032243,0.203343,1.000000
